z-sma-7,z-std-7,z-sma-14,z-std-14,z-sma-28,z-std-28,z-sma-54,z-std-54,z-sma-106,z-std-106,z-sma-207,z-std-207,LONGS_SIGNAL,SHORTS_SIGNAL,index,open,close,low,high
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1417.0,43328.26,43241.66,43226.53,43329.4
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1418.0,43241.65,43319.84,43226.53,43354.69
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1419.0,43319.84,43238.68,43233.98,43351.99
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1420.0,43238.67,43233.15,43202.27,43261.04
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1421.0,43233.15,43237.18,43219.0,43244.39
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1422.0,43237.18,43219.68,43200.0,43238.28
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1423.0,43219.67,43246.11,43218.98,43294.76
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1424.0,43246.1,43271.92,43243.84,43334.96
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1425.0,43271.92,43348.53,43265.4,43363.9
True,True,True,True,True,True,True,True,True,True,True,True,0.0,1.0,1426.0,43348.54,43415.0,43320.08,43430.08
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1427.0,43415.0,43285.51,43283.7,43415.01
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1428.0,43285.5,43227.82,43216.22,43321.87
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1429.0,43227.19,43259.52,43215.55,43282.56
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1430.0,43259.07,43254.52,43237.77,43293.32
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1431.0,43256.06,43231.31,43224.75,43293.64
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1432.0,43231.31,43084.29,43081.54,43231.93
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1433.0,43084.28,43097.59,43044.02,43117.28
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1434.0,43097.59,43085.7,43055.64,43122.05
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1435.0,43079.42,43082.43,43057.01,43120.99
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1436.0,43086.53,43043.44,43043.43,43097.13
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1437.0,43043.44,43065.82,43014.22,43094.33
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1438.0,43065.82,43094.89,43044.94,43100.0
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1439.0,43099.05,43090.72,43077.77,43100.0
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1440.0,43090.72,43032.58,43030.01,43198.44
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1441.0,43030.01,43033.8,42925.0,43065.67
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1442.0,43033.8,43023.63,42963.26,43053.07
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1443.0,43022.65,43045.86,43022.64,43096.67
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1444.0,43045.86,43046.45,43000.0,43078.58
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1445.0,43045.96,43079.59,43007.48,43096.03
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1446.0,43079.59,43037.05,43019.95,43126.73
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1447.0,43033.22,43024.99,43008.17,43047.94
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1448.0,43024.99,43014.44,42974.93,43030.9
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1449.0,43014.45,43082.28,43006.31,43088.69
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1450.0,43087.44,43106.91,43068.47,43120.69
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1451.0,43106.91,43122.29,43103.21,43160.53
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1452.0,43122.3,43080.5,43074.28,43175.0
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1453.0,43080.5,43120.26,43075.2,43147.44
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1454.0,43120.26,43141.48,43098.19,43150.62
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1455.0,43141.48,43121.11,43081.3,43143.82
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1456.0,43121.1,43077.13,43057.03,43136.52
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1457.0,43077.13,43083.41,43057.66,43109.3
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1458.0,43083.41,43095.64,43055.75,43099.93
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1459.0,43095.64,42947.12,42941.26,43097.14
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1460.0,42947.11,42930.6,42896.8,42986.95
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1461.0,42932.16,42965.6,42929.72,42980.73
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1462.0,42965.6,42980.86,42952.04,42988.32
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1463.0,42980.85,43004.52,42977.93,43007.24
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1464.0,42999.84,42936.42,42936.41,43007.95
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1465.0,42936.42,43014.56,42934.46,43031.19
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1466.0,43014.56,43004.58,42982.72,43021.4
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1467.0,43004.58,43040.54,42995.96,43061.04
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1468.0,43040.54,43008.49,43008.05,43064.83
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1469.0,43008.48,43026.56,43005.56,43039.59
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1470.0,43024.43,43055.37,43019.27,43086.82
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1471.0,43055.37,43073.3,43054.14,43084.65
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1472.0,43073.3,43071.21,43068.04,43087.86
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1473.0,43071.2,43048.81,43031.99,43075.52
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1474.0,43048.44,43042.83,43034.25,43048.44
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1475.0,43042.83,43120.09,43038.58,43120.09
True,True,True,True,True,True,True,True,True,True,True,True,0.0,1.0,1476.0,43120.09,43122.28,43084.61,43132.15
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1477.0,43122.28,43121.13,43092.65,43130.14
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1478.0,43121.13,43069.58,43069.58,43121.14
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1479.0,43069.58,43042.48,43040.88,43074.47
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1480.0,43042.48,43094.2,43027.64,43100.0
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1481.0,43095.89,43124.6,43091.52,43134.55
True,True,True,True,True,True,True,True,True,True,True,True,0.0,1.0,1482.0,43126.42,43104.7,43100.0,43146.1
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1483.0,43104.71,43046.24,43039.38,43113.38
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1484.0,43046.39,43079.66,43015.04,43089.84
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1485.0,43077.9,43009.85,43002.41,43099.89
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1486.0,43009.85,42985.36,42957.85,43012.0
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1487.0,42985.55,42957.02,42932.32,42994.06
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1488.0,42954.38,42911.89,42897.34,42956.02
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1489.0,42911.88,42941.66,42901.5,42982.44
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1490.0,42937.07,42961.38,42934.9,42977.12
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1491.0,42961.5,42836.76,42818.77,42969.27
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1492.0,42836.76,42866.61,42826.98,42878.18
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1493.0,42866.62,42849.7,42741.44,42896.15
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1494.0,42845.16,42867.08,42802.42,42873.25
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1495.0,42867.6,42840.32,42747.84,42924.47
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1496.0,42837.12,42857.45,42768.63,42863.04
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1497.0,42857.45,42910.64,42852.68,42914.07
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1498.0,42910.61,42905.81,42896.72,42929.55
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1499.0,42905.8,42935.26,42903.54,42974.67
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1500.0,42935.25,42951.75,42900.0,42955.0
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1501.0,42953.81,42951.2,42945.57,42964.0
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1502.0,42951.2,42895.66,42877.53,42955.86
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1503.0,42894.91,42860.0,42860.0,42930.28
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1504.0,42860.0,42934.87,42850.0,42939.74
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1505.0,42931.72,42975.13,42927.16,42986.21
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1506.0,42975.13,43016.19,42975.08,43024.87
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1507.0,43014.3,42977.05,42946.89,43020.87
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1508.0,42977.04,42984.11,42966.58,42994.7
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1509.0,42981.51,43001.88,42961.52,43002.38
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1510.0,43001.88,43064.52,42990.21,43068.22
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1511.0,43064.52,43003.49,43000.02,43068.28
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1512.0,43003.48,42963.65,42959.97,43031.46
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1513.0,42964.12,42917.04,42896.0,42972.54
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1514.0,42917.04,42938.39,42908.77,42965.0
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1515.0,42939.43,43022.98,42919.8,43035.93
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1516.0,43022.98,43033.07,42995.88,43061.33
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1517.0,43033.06,42999.99,42993.7,43051.43
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1518.0,43000.0,42967.52,42934.79,43012.41
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1519.0,42964.39,42947.72,42925.55,42979.76
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1520.0,42948.03,43009.21,42931.05,43022.04
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1521.0,43009.21,43057.82,43001.56,43062.35
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1522.0,43057.38,43078.92,43047.3,43081.49
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1523.0,43075.78,43095.41,43075.44,43123.41
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1524.0,43094.96,43053.65,43034.73,43109.28
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1525.0,43049.35,43041.26,43034.37,43074.32
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1526.0,43041.26,43008.91,43005.19,43058.43
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1527.0,43008.91,43062.49,43000.01,43074.09
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1528.0,43062.49,43015.81,43014.41,43079.76
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1529.0,43015.42,42992.64,42980.01,43015.42
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1530.0,42992.64,43005.35,42986.06,43031.32
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1531.0,43005.34,43029.62,42999.7,43029.62
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1532.0,43030.46,43001.9,42990.07,43030.79
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1533.0,42995.83,42973.86,42944.97,43002.76
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1534.0,42972.62,43029.01,42970.65,43033.68
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1535.0,43031.03,43100.07,43008.7,43106.99
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1536.0,43100.05,43096.28,43070.64,43126.13
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1537.0,43090.84,43087.47,43031.69,43102.91
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1538.0,43087.47,43107.27,43075.79,43134.54
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1539.0,43102.85,43065.94,43033.43,43118.81
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1540.0,43065.94,43040.05,43029.08,43073.64
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1541.0,43040.05,43053.35,43029.09,43060.37
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1542.0,43051.62,43049.37,43028.89,43075.77
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1543.0,43049.36,43032.54,43025.04,43057.18
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1544.0,43032.54,43051.8,43025.74,43053.92
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1545.0,43051.79,43032.72,43031.98,43113.38
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1546.0,43032.89,43028.12,43015.75,43037.88
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1547.0,43028.18,43003.75,42970.0,43045.16
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1548.0,43003.76,43024.7,42983.51,43044.24
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1549.0,43027.36,42996.4,42992.87,43049.52
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1550.0,42995.23,43000.66,42991.15,43009.34
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1551.0,43000.66,43013.92,42991.88,43041.86
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1552.0,43013.92,42970.97,42956.81,43016.21
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1553.0,42970.96,42936.45,42918.06,42977.43
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1554.0,42936.45,42977.66,42926.59,42977.66
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1555.0,42974.4,42937.9,42921.22,42978.87
True,True,True,True,True,True,True,True,True,True,True,True,1.0,0.0,1556.0,42937.92,42915.35,42895.55,42944.3
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1557.0,42915.34,42944.16,42914.39,42962.68
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1558.0,42944.16,42987.71,42944.15,42987.71
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1559.0,42987.71,43077.71,42987.71,43107.46
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1560.0,43077.7,43045.69,43024.39,43079.59
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1561.0,43039.49,43192.31,43039.49,43222.01
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1562.0,43190.61,43230.89,43153.91,43230.89
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1563.0,43230.45,43237.12,43215.52,43300.0
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1564.0,43242.83,43174.99,43152.88,43257.8
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1565.0,43174.98,43225.41,43162.81,43284.0
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1566.0,43224.24,43193.72,43155.26,43227.93
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1567.0,43193.72,43191.21,43176.09,43208.35
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1568.0,43191.21,43156.97,43125.09,43191.21
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1569.0,43155.34,43155.13,43130.68,43193.64
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1570.0,43152.75,43143.24,43127.55,43152.99
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1571.0,43145.36,43127.75,43117.07,43171.16
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1572.0,43127.75,43069.78,43069.78,43127.75
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1573.0,43069.78,43055.11,43042.36,43077.73
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1574.0,43053.33,43084.18,43044.07,43107.38
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1575.0,43084.5,43115.82,43076.45,43120.34
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1576.0,43115.82,43064.48,43051.0,43119.69
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1577.0,43064.46,43091.06,43042.36,43098.29
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1578.0,43088.62,43034.8,43034.56,43088.62
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1579.0,43041.24,43069.58,43034.04,43072.51
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1580.0,43069.58,43073.86,43041.75,43077.41
True,True,True,True,True,True,True,True,True,True,True,True,0.0,1.0,1581.0,43073.85,43075.66,43065.36,43128.37
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1582.0,43075.7,42990.23,42986.46,43075.87
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1583.0,42990.23,43042.8,42985.16,43053.96
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1584.0,43036.88,42995.39,42989.83,43059.02
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1585.0,42995.61,42962.52,42951.7,43015.49
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1586.0,42962.52,43013.87,42957.01,43020.7
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1587.0,43015.7,43015.56,43002.09,43023.04
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1588.0,43015.56,43019.97,43015.12,43053.05
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1589.0,43019.97,42967.86,42927.65,43026.04
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1590.0,42967.87,42937.13,42935.37,42975.88
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1591.0,42939.32,42833.47,42829.39,42949.8
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1592.0,42833.45,42727.15,42658.64,42856.61
True,True,True,True,True,True,True,True,True,True,True,True,1.0,0.0,1593.0,42729.12,42673.04,42577.35,42731.95
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1594.0,42673.03,42689.18,42595.48,42693.02
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1595.0,42689.06,42735.05,42665.05,42745.99
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1596.0,42735.25,42707.29,42663.78,42739.66
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1597.0,42708.1,42743.56,42670.36,42747.55
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1598.0,42743.56,42821.16,42743.55,42824.53
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1599.0,42821.15,42780.33,42753.19,42822.62
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1600.0,42784.61,42819.5,42777.7,42863.91
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1601.0,42818.18,42892.07,42800.02,42913.97
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1602.0,42892.11,42885.6,42880.0,42970.0
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1603.0,42885.6,42942.37,42880.01,42971.11
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1604.0,42942.36,42912.36,42909.69,42956.48
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1605.0,42912.36,42962.87,42901.95,42969.71
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1606.0,42962.87,42908.59,42890.73,42995.53
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1607.0,42908.58,42929.34,42886.24,42962.31
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1608.0,42929.38,42935.16,42876.89,42979.42
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1609.0,42942.19,42908.85,42901.47,42969.99
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1610.0,42908.85,42906.38,42880.02,42961.76
True,True,True,True,True,True,True,True,True,True,True,True,1.0,0.0,1611.0,42906.38,42847.99,42775.05,42908.61
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1612.0,42847.99,42894.82,42847.99,42922.79
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1613.0,42894.82,42968.59,42894.82,42971.15
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1614.0,42962.85,42926.27,42926.27,42978.49
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1615.0,42926.75,43001.56,42900.84,43001.56
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1616.0,43002.08,43214.97,42993.07,43272.75
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1617.0,43212.93,43158.2,43153.34,43333.0
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1618.0,43157.03,43092.23,43086.81,43213.89
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1619.0,43093.54,43217.2,43082.86,43239.53
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1620.0,43217.12,43156.1,43144.41,43230.46
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1621.0,43156.1,43141.55,43138.03,43205.09
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1622.0,43141.55,43202.03,43134.49,43216.73
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1623.0,43201.81,43147.23,43141.43,43236.19
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1624.0,43145.43,43179.78,43100.01,43179.78
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1625.0,43179.92,43182.53,43146.77,43199.98
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1626.0,43182.43,43262.85,43164.62,43283.3
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1627.0,43262.85,43210.14,43210.13,43271.82
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1628.0,43210.13,43309.44,43206.22,43365.21
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1629.0,43309.43,43314.62,43296.33,43374.07
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1630.0,43312.91,43393.81,43304.1,43418.28
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1631.0,43393.15,43426.11,43363.37,43433.37
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1632.0,43425.67,43355.89,43317.26,43445.25
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1633.0,43355.9,43343.57,43326.7,43392.55
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1634.0,43342.2,43365.84,43325.0,43380.05
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1635.0,43365.84,43352.38,43352.38,43402.96
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1636.0,43352.38,43342.24,43312.44,43355.75
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1637.0,43342.24,43308.65,43265.02,43345.62
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1638.0,43308.66,43361.7,43304.37,43364.6
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1639.0,43358.94,43332.89,43332.14,43385.44
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1640.0,43332.89,43317.97,43313.81,43375.2
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1641.0,43317.97,43334.85,43299.14,43346.92
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1642.0,43334.85,43370.54,43334.84,43418.74
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1643.0,43370.54,43365.61,43347.0,43376.86
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1644.0,43364.99,43373.9,43354.45,43412.28
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1645.0,43373.89,43284.9,43279.22,43376.97
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1646.0,43284.05,43300.0,43284.05,43347.33
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1647.0,43300.01,43355.41,43300.0,43394.29
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1648.0,43355.41,43419.75,43355.4,43419.99
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1649.0,43419.75,43402.09,43400.0,43460.96
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1650.0,43402.09,43378.38,43372.38,43439.04
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1651.0,43378.38,43410.98,43369.19,43413.62
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1652.0,43410.98,43459.95,43393.82,43460.0
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1653.0,43459.21,43448.21,43394.38,43574.96
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1654.0,43448.21,43516.56,43443.81,43523.24
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1655.0,43516.56,43410.31,43366.65,43527.06
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1656.0,43404.71,43334.69,43304.86,43415.82
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1657.0,43334.68,43329.49,43287.44,43357.46
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1658.0,43329.98,43296.07,43287.47,43369.22
True,True,True,True,True,True,True,True,True,True,True,True,1.0,0.0,1659.0,43296.07,43342.09,43268.11,43345.79
